9,5,1314,605,74,110,0,0
9,6,461,465,48,111,0,0
9,7,170,453,38,94,0,0
9,8,238,447,41,97,0,0
9,9,677,562,67,142,0,0
9,10,1249,545,49,152,0,0
9,11,1350,788,125,285,0,0
9,12,507,549,64,138,0,0
9,13,561,985,129,93,0,0
10,0,1052,596,62,213,0,0
10,1,618,572,58,154,0,0
10,2,1671,822,164,256,0,0
10,3,428,591,57,148,0,0
10,4,299,510,61,134,0,0
10,5,1319,606,73,105,0,0
10,6,461,464,49,112,0,0
10,7,170,454,38,94,0,0
10,8,237,447,42,98,0,0
10,9,676,561,64,142,0,0
10,10,1249,547,48,150,0,0
10,11,1348,790,121,280,0,0
10,12,506,550,64,132,0,0
10,13,559,960,127,118,0,0
11,0,1049,596,62,213,0,0
11,1,614,572,65,154,0,0
11,2,1662,818,165,261,0,0
11,3,428,592,57,145,0,0
11,4,299,510,57,132,0,0
11,5,1326,606,67,101,0,0
11,6,462,466,48,113,0,0
11,7,170,454,38,93,0,0
11,8,236,448,42,97,0,0
11,9,1249,548,49,149,0,0
11,10,1346,791,113,275,0,0
11,11,505,549,64,135,0,0
11,12,546,950,131,128,0,0
11,13,1120,571,81,193,0,0
12,0,1046,594,62,214,0,0
12,1,613,572,64,153,0,0
12,2,1652,812,166,267,0,0
12,3,426,592,59,144,0,0
12,4,297,509,57,131,0,0
12,5,1330,606,69,100,0,0
12,6,463,467,49,115,0,0
12,7,169,453,37,92,0,0
12,8,236,448,41,98,0,0
12,9,1248,549,50,148,0,0
12,10,1340,791,113,269,0,0
12,11,504,549,62,133,0,0
12,12,531,935,142,143,0,0
12,13,1119,572,83,194,0,0
13,0,1040,597,65,211,0,0
13,1,611,572,64,151,0,0
13,2,1643,812,167,267,0,0
13,3,423,589,62,147,0,0
13,4,297,509,52,132,0,0
13,5,1331,607,71,96,0,0
13,6,464,468,49,114,0,0
13,7,170,453,35,90,0,0
13,8,236,448,41,97,0,0
13,9,1247,545,50,153,0,0
13,10,1339,782,107,271,0,0
13,11,502,547,63,126,0,0
13,12,549,929,114,149,0,0
13,13,1122,574,80,191,0,0
13,14,671,564,59,139,0,0
14,0,1031,597,71,211,0,0
14,1,609,571,64,150,0,0
14,2,1635,806,162,273,0,0
14,3,421,588,63,146,0,0
14,4,295,508,52,134,0,0
14,5,1335,607,69,96,0,0
14,6,465,469,49,114,0,0
14,7,171,452,33,89,0,0
14,8,236,448,42,96,0,0
14,9,1246,546,51,152,0,0
14,10,1335,780,103,261,0,0
14,11,502,545,61,132,0,0
14,12,1124,575,79,190,0,0
14,13,671,562,57,138,0,0
15,0,1024,596,74,211,0,0
15,1,606,571,63,149,0,0
15,2,1627,805,157,273,0,0
15,3,418,586,65,147,0,0
15,4,295,508,48,130,0,0
15,5,1340,609,70,95,0,0
15,6,466,470,48,113,0,0
15,7,171,452,33,87,0,0
15,8,236,449,41,95,0,0
15,9,1246,543,51,156,0,0
15,10,1333,768,98,268,0,0
15,11,502,544,58,131,0,0
15,12,1132,576,73,188,0,0
15,13,669,561,55,135,0,0
15,14,518,924,137,153,0,0
16,0,1019,598,76,209,0,0
16,1,603,571,62,148,0,0
16,2,1620,804,154,274,0,0
16,3,414,588,65,147,0,0
16,4,295,508,47,128,0,0
16,5,1343,608,77,102,0,0
16,6,466,470,48,116,0,0
16,7,171,452,33,85,0,0
16,8,234,449,42,96,0,0
16,9,1246,545,52,154,0,0
16,10,1325,767,92,266,0,0
16,11,501,542,64,172,0,0
16,12,1142,574,63,190,0,0
16,13,665,561,57,134,0,0
16,14,1807,734,112,343,0,0
16,15,506,920,146,157,0,0
17,0,1017,599,76,207,0,0
17,1,599,570,60,148,0,0
17,2,1613,801,151,277,0,0
17,3,412,582,68,153,0,0
17,4,297,507,43,130,0,0
17,5,1354,609,67,103,0,0
17,6,467,470,47,118,0,0
17,7,169,452,33,89,0,0
17,8,234,451,41,94,0,0
17,9,1245,544,52,154,0,0
17,10,1322,755,79,269,0,0
17,11,1149,572,58,192,0,0
17,12,663,559,58,134,0,0
17,13,1810,734,109,343,0,0
17,14,499,916,152,160,0,0
17,15,1500,553,70,212,0,0
18,0,1011,600,80,206,0,0
18,1,597,568,56,149,0,0
18,2,1602,801,150,276,0,0
18,3,411,579,67,151,0,0
18,4,294,508,42,125,0,0
18,5,469,469,45,117,0,0
18,6,167,452,35,88,0,0
18,7,233,450,43,97,0,0
18,8,1243,545,55,153,0,0
18,9,1313,760,84,249,0,0
18,10,1154,572,56,192,0,0
18,11,661,557,56,136,0,0
18,12,1811,733,108,344,0,0
18,13,491,913,159,163,0,0
18,14,1497,547,70,217,0,0
19,0,1008,601,82,206,0,0
19,1,597,568,51,150,0,0
19,2,1595,802,148,237,0,0
19,3,410,577,64,148,0,0
19,4,293,510,42,121,0,0
19,5,471,469,43,114,0,0
19,6,166,451,35,90,0,0
19,7,233,450,41,96,0,0
19,8,1242,548,56,150,0,0
19,9,1307,760,97,250,0,0
19,10,1157,572,58,188,0,0
19,11,661,556,54,136,0,0
19,12,1810,736,109,341,0,0
19,13,485,906,164,170,0,0
19,14,1490,545,68,215,0,0
19,15,501,541,52,129,0,0
19,16,1365,612,70,180,0,0
20,0,1007,600,82,207,0,0
20,1,595,569,52,148,0,0
20,2,1586,802,146,216,0,0
20,3,410,575,61,147,0,0
20,4,291,510,43,123,0,0
20,5,166,450,35,92,0,0
20,6,236,449,40,96,0,0
20,7,1296,761,105,263,0,0
20,8,1160,572,54,191,0,0
20,9,660,555,53,137,0,0
20,10,481,901,168,175,0,0
20,11,1482,544,72,213,0,0
20,12,1371,612,70,195,0,0
21,0,1004,596,82,209,0,0
21,1,593,568,53,150,0,0
21,2,1578,800,144,256,0,0
21,3,408,574,61,146,0,0
21,4,290,510,46,122,0,0
21,5,165,450,35,94,0,0
21,6,231,449,41,91,0,0
21,7,1277,761,121,268,0,0
21,8,1162,574,57,195,0,0
21,9,661,555,51,137,0,0
21,10,479,896,170,180,0,0
21,11,1480,542,71,216,0,0
21,12,1376,613,67,201,0,0
22,0,1003,595,78,207,0,0
22,1,590,568,56,150,0,0
22,2,1571,800,139,269,0,0
22,3,408,574,58,146,0,0
22,4,287,511,47,122,0,0
22,5,165,451,35,92,0,0
22,6,229,451,41,89,0,0
22,7,1264,760,132,271,0,0
22,8,1165,577,58,191,0,0
22,9,659,552,53,143,0,0
22,10,476,896,172,181,0,0
22,11,1480,544,72,205,0,0
22,12,1381,613,61,205,0,0
23,0,1002,594,73,202,0,0
23,1,582,567,60,150,0,0
23,2,1564,799,135,275,0,0
23,3,406,575,58,145,0,0
23,4,285,511,53,127,0,0
23,5,164,450,37,95,0,0
23,6,229,451,40,89,0,0
23,7,1253,760,140,271,0,0
23,8,1168,578,61,187,0,0
23,9,658,553,53,141,0,0
23,10,476,897,173,180,0,0
23,11,1472,544,71,204,0,0
23,12,1385,611,60,206,0,0
24,0,1000,593,72,200,0,0
24,1,572,565,68,153,0,0
24,2,1557,794,131,280,0,0
24,3,405,573,58,147,0,0
24,4,284,510,52,127,0,0
24,5,163,450,37,94,0,0
24,6,227,450,41,88,0,0
24,7,1248,760,143,272,0,0
24,8,1172,580,58,183,0,0
24,9,654,553,56,141,0,0
24,10,478,909,171,168,0,0
24,11,1463,546,76,199,0,0
24,12,1387,610,62,207,0,0
25,0,997,591,68,198,0,0
25,1,578,566,59,151,0,0
25,2,1548,786,128,290,0,0
25,3,403,573,60,146,0,0
25,4,282,509,48,125,0,0
25,5,161,449,36,92,0,0
25,6,228,449,40,96,0,0
25,7,1245,753,143,279,0,0
25,8,1177,581,54,145,0,0
25,9,649,553,60,142,0,0
25,10,475,902,174,175,0,0
25,11,1461,549,71,199,0,0
25,12,1390,611,64,207,0,0
26,0,996,591,64,197,0,0
26,1,577,566,60,151,0,0
26,2,1541,788,130,224,0,0
26,3,402,573,60,146,0,0
26,4,282,508,45,122,0,0
26,5,160,448,36,92,0,0
26,6,230,450,38,96,0,0
26,7,1243,754,144,278,0,0
26,8,1180,582,56,130,0,0
26,9,646,554,61,140,0,0
26,10,472,901,176,176,0,0
26,11,1455,550,72,203,0,0
26,12,1394,611,64,209,0,0
26,13,1827,736,92,341,0,0
27,0,993,590,65,199,0,0
27,1,572,567,63,145,0,0
27,2,1528,779,137,278,0,0
27,3,402,573,59,147,0,0
27,4,281,507,44,126,0,0
27,5,160,448,36,91,0,0
27,6,232,449,36,95,0,0
27,7,1242,757,138,271,0,0
27,8,1183,584,55,116,0,0
27,9,644,554,63,139,0,0
27,10,468,896,177,181,0,0
27,11,1456,549,67,194,0,0
27,12,1398,611,66,212,0,0
27,13,1810,702,109,375,0,0
27,14,1551,522,55,161,0,0
28,0,987,588,68,208,0,0
28,1,566,567,64,144,0,0
28,2,1519,776,138,290,0,0
28,3,400,572,60,147,0,0
28,4,281,506,42,120,0,0
28,5,160,448,36,91,0,0
28,6,232,451,35,89,0,0
28,7,1243,755,133,270,0,0
28,8,1188,586,55,109,0,0
28,9,640,554,66,138,0,0
28,10,464,887,178,191,0,0
28,11,1457,548,60,170,0,0
28,12,1400,612,70,208,0,0
28,13,1822,734,97,343,0,0
28,14,1548,522,55,156,0,0
28,15,484,545,42,100,0,0
29,0,984,588,68,207,0,0
29,1,557,567,66,142,0,0
29,2,1509,766,141,307,0,0
29,3,399,572,60,144,0,0
29,4,280,506,42,117,0,0
29,5,160,448,36,91,0,0
29,6,229,451,37,89,0,0
29,7,1243,747,120,262,0,0
29,8,1191,587,54,104,0,0
29,9,640,554,65,139,0,0
29,10,462,879,171,199,0,0
29,11,1400,613,81,210,0,0
29,12,1827,739,92,339,0,0
29,13,1544,521,58,154,0,0
29,14,1303,529,48,160,0,0
29,15,481,543,43,103,0,0
30,0,977,588,72,204,0,0
30,1,553,567,65,139,0,0
30,2,1497,760,144,315,0,0
30,3,398,573,59,140,0,0
30,4,279,505,43,118,0,0
30,5,159,448,36,90,0,0
30,6,231,452,34,84,0,0
30,7,1241,739,118,262,0,0
30,8,1194,589,55,96,0,0
30,9,639,554,65,137,0,0
30,10,461,871,163,207,0,0
30,11,1401,614,84,207,0,0
30,12,1829,745,90,332,0,0
30,13,1543,521,54,151,0,0
30,14,1303,530,48,160,0,0
30,15,478,542,46,105,0,0
30,16,1820,690,84,209,0,0
31,0,971,588,78,204,0,0
31,1,552,566,63,143,0,0
31,2,1488,756,148,321,0,0
31,3,397,572,59,140,0,0
31,4,278,505,43,121,0,0
31,5,160,450,34,88,0,0
31,6,229,452,34,83,0,0
31,7,1238,743,116,258,0,0
31,8,1197,587,56,90,0,0
31,9,638,554,64,133,0,0
31,10,459,871,155,207,0,0
31,11,1400,616,93,210,0,0
31,12,1541,520,53,150,0,0
31,13,1303,530,48,160,0,0
31,14,475,539,48,107,0,0
31,15,1825,692,85,207,0,0
32,0,961,588,84,203,0,0
32,1,556,565,61,141,0,0
32,2,1479,755,146,324,0,0
32,3,397,571,58,140,0,0
32,4,278,505,42,121,0,0
32,5,159,451,35,87,0,0
32,6,227,451,35,83,0,0
32,7,1234,744,107,255,0,0
32,8,1200,585,56,89,0,0
32,9,638,553,60,132,0,0
32,10,456,871,148,207,0,0
32,11,1399,617,99,212,0,0
32,12,1540,519,51,150,0,0
32,13,1304,530,47,160,0,0
32,14,473,538,49,108,0,0
32,15,1833,694,84,151,0,0
33,0,956,590,87,200,0,0
33,1,559,564,57,137,0,0
33,2,1470,757,148,322,0,0
33,3,396,570,58,140,0,0
33,4,275,506,44,120,0,0
33,5,157,450,36,85,0,0
33,6,225,451,36,83,0,0
33,7,1231,740,100,257,0,0
33,8,1205,585,55,85,0,0
33,9,636,554,59,131,0,0
33,10,454,863,142,215,0,0
33,11,1406,621,86,237,0,0
33,12,1537,519,51,150,0,0
33,13,1305,529,46,161,0,0
33,14,471,535,51,111,0,0
33,15,1840,695,79,117,0,0
34,0,949,591,92,198,0,0
34,1,560,563,54,141,0,0
34,2,1456,763,152,317,0,0
34,3,396,569,58,141,0,0
34,4,273,505,45,120,0,0
34,5,156,450,36,84,0,0
34,6,225,450,34,84,0,0
34,7,1226,735,100,261,0,0
34,8,1208,584,55,83,0,0
34,9,634,553,56,131,0,0
34,10,452,856,138,222,0,0
34,11,1535,518,52,152,0,0
34,12,1306,528,45,162,0,0
34,13,468,534,52,114,0,0
34,14,1843,690,77,112,0,0
35,0,947,590,92,200,0,0
35,1,560,563,54,141,0,0
35,2,1445,766,158,314,0,0
35,3,396,567,58,143,0,0
35,4,271,507,47,118,0,0
35,5,155,449,37,86,0,0
35,6,224,451,35,85,0,0
35,7,1223,730,97,265,0,0
35,8,1211,586,56,80,0,0
35,9,631,552,56,133,0,0
35,10,449,855,135,223,0,0
35,11,1535,519,50,152,0,0
35,12,1307,527,43,164,0,0
35,13,466,532,53,117,0,0
35,14,1849,692,71,106,0,0
36,0,946,590,91,198,0,0
36,1,558,564,55,139,0,0
36,2,1438,771,159,309,0,0
36,3,395,567,59,142,0,0
36,4,269,506,49,121,0,0
36,5,155,449,37,86,0,0
36,6,228,450,32,84,0,0
36,7,1218,727,97,269,0,0
36,8,1213,586,57,80,0,0
36,9,627,550,58,137,0,0
36,10,447,855,133,223,0,0
36,11,1530,518,56,156,0,0
36,12,1307,526,43,163,0,0
36,13,464,531,54,117,0,0
36,14,1856,698,64,96,0,0
37,0,943,589,91,199,0,0
37,1,552,565,57,141,0,0
37,2,1415,775,178,305,0,0
37,3,390,566,61,145,0,0
37,4,267,507,52,126,0,0
37,5,153,449,38,89,0,0
37,6,226,449,35,85,0,0
37,7,1212,727,92,266,0,0
37,8,622,548,59,142,0,0
37,9,443,857,133,222,0,0
37,10,1528,519,59,157,0,0
37,11,1306,525,44,164,0,0
37,12,461,529,54,117,0,0
38,0,943,589,90,197,0,0
38,1,549,565,57,143,0,0
38,2,1409,775,181,305,0,0
38,3,389,565,63,147,0,0
38,4,266,508,53,127,0,0
38,5,152,449,38,90,0,0
38,6,224,448,37,86,0,0
38,7,1206,726,89,265,0,0
38,8,619,547,59,142,0,0
38,9,440,855,132,224,0,0
38,10,1527,520,59,160,0,0
38,11,1306,525,44,164,0,0
38,12,460,528,54,117,0,0
38,13,1415,559,52,123,0,0
39,0,942,588,88,197,0,0
39,1,547,566,58,142,0,0
39,2,1415,775,171,304,0,0
39,3,389,569,60,143,0,0
39,4,266,509,53,128,0,0
39,5,152,449,38,90,0,0
39,6,224,446,36,86,0,0
39,7,1202,726,88,267,0,0
39,8,618,546,58,142,0,0
39,9,437,854,132,225,0,0
39,10,1521,520,64,163,0,0
39,11,1305,525,45,164,0,0
39,12,459,529,54,114,0,0
39,13,1405,562,59,113,0,0
40,0,940,587,88,198,0,0
40,1,545,567,59,139,0,0
40,2,1416,760,161,318,0,0
40,3,386,568,67,143,0,0
40,4,265,507,53,129,0,0
40,5,153,449,37,90,0,0
40,6,223,444,36,91,0,0
40,7,1196,724,92,266,0,0
40,8,615,546,59,142,0,0
40,9,433,851,131,227,0,0
40,10,1305,524,45,165,0,0
40,11,460,530,50,112,0,0
40,12,1395,561,62,113,0,0
41,0,941,584,84,201,0,0
41,1,545,567,57,140,0,0
41,2,1415,751,157,326,0,0
41,3,385,567,69,142,0,0
41,4,263,506,54,135,0,0
41,5,153,450,36,90,0,0
41,6,222,444,36,97,0,0
41,7,1188,727,98,262,0,0
41,8,614,546,59,142,0,0
41,9,430,849,130,229,0,0
41,10,457,530,52,111,0,0
41,11,1388,559,67,113,0,0
42,0,939,581,82,200,0,0
42,1,543,566,59,139,0,0
42,2,1409,743,149,332,0,0
42,3,385,566,68,143,0,0
42,4,262,504,53,137,0,0
42,5,153,449,36,91,0,0
42,6,222,443,36,93,0,0
42,7,1183,725,100,262,0,0
42,8,611,546,60,143,0,0
42,9,424,850,129,228,0,0
42,10,454,528,54,113,0,0
42,11,1382,559,68,109,0,0
42,12,320,436,35,99,0,0
43,0,938,576,75,205,0,0
43,1,543,566,54,134,0,0
43,2,1402,742,139,332,0,0
43,3,385,566,67,143,0,0
43,4,260,503,53,135,0,0
43,5,152,449,37,91,0,0
43,6,221,444,36,95,0,0
43,7,1180,726,99,259,0,0
43,8,611,547,59,141,0,0
43,9,421,842,128,237,0,0
43,10,453,526,53,114,0,0
43,11,1378,556,67,107,0,0
43,12,320,435,35,100,0,0
43,13,1723,647,66,162,0,0
44,0,936,579,70,201,0,0
44,1,543,564,50,139,0,0
44,2,1395,737,132,336,0,0
44,3,385,565,63,141,0,0
44,4,260,503,52,134,0,0
44,5,151,449,37,91,0,0
44,6,1177,727,99,259,0,0
44,7,609,548,60,140,0,0
44,8,418,836,126,243,0,0
44,9,452,527,52,112,0,0
44,10,1376,557,64,103,0,0
44,11,320,435,35,99,0,0
44,12,1730,648,64,150,0,0
45,0,934,579,69,200,0,0
45,1,543,563,45,138,0,0
45,2,1388,737,131,337,0,0
45,3,384,564,59,141,0,0
45,4,259,502,52,133,0,0
45,5,147,449,38,91,0,0
45,6,1172,726,100,261,0,0
45,7,608,549,61,138,0,0
45,8,414,830,127,249,0,0
45,9,451,528,52,111,0,0
45,10,1371,558,63,99,0,0
45,11,320,436,34,98,0,0
45,12,1737,648,63,136,0,0
45,13,1236,592,79,206,0,0
46,0,933,578,64,201,0,0
46,1,543,562,41,135,0,0
46,2,1382,737,129,336,0,0
46,3,382,563,62,144,0,0
46,4,258,503,53,126,0,0
46,5,146,449,39,92,0,0
46,6,1168,724,97,259,0,0
46,7,607,550,60,135,0,0
46,8,410,825,129,254,0,0
46,9,450,529,52,105,0,0
46,10,1376,559,51,85,0,0
46,11,318,435,35,98,0,0
46,12,1742,651,63,126,0,0
47,0,929,578,64,201,0,0
47,1,543,560,38,132,0,0
47,2,1373,732,131,342,0,0
47,3,381,560,64,141,0,0
47,4,256,506,54,120,0,0
47,5,146,449,38,92,0,0
47,6,1164,720,97,252,0,0
47,7,606,551,61,132,0,0
47,8,407,821,130,257,0,0
47,9,448,530,52,106,0,0
47,10,1374,557,48,93,0,0
47,11,317,435,35,97,0,0
47,12,1748,650,63,123,0,0
48,0,926,580,64,199,0,0
48,1,542,557,38,134,0,0
48,2,1367,729,132,346,0,0
48,3,379,558,62,143,0,0
48,4,145,449,39,91,0,0
48,5,1159,716,94,242,0,0
48,6,605,551,60,132,0,0
48,7,404,822,132,256,0,0
48,8,447,530,51,107,0,0
48,9,1372,558,45,92,0,0
48,10,316,436,35,95,0,0
48,11,1751,651,66,121,0,0
49,0,919,580,68,197,0,0
49,1,1364,733,132,340,0,0
49,2,379,556,58,144,0,0
49,3,145,447,39,92,0,0
49,4,1155,714,90,240,0,0
49,5,604,550,59,131,0,0
49,6,400,816,138,262,0,0
49,7,446,531,50,106,0,0
49,8,1355,557,59,91,0,0
49,9,314,432,36,103,0,0
49,10,1758,654,61,120,0,0
50,0,918,580,66,195,0,0
50,1,1360,739,123,334,0,0
50,2,379,555,56,145,0,0
50,3,144,444,40,94,0,0
50,4,1152,708,90,244,0,0
50,5,602,548,59,130,0,0
50,6,397,816,144,261,0,0
50,7,446,528,48,109,0,0
50,8,1349,558,60,88,0,0
50,9,314,432,36,106,0,0
50,10,1762,655,64,122,0,0
50,11,1264,594,65,205,0,0
50,12,254,502,41,120,0,0
51,0,919,578,61,198,0,0
51,1,1355,746,121,325,0,0
51,2,379,554,55,147,0,0
51,3,144,445,40,93,0,0
51,4,1147,705,92,247,0,0
51,5,602,547,59,128,0,0
51,6,394,819,149,259,0,0
51,7,444,524,49,115,0,0
51,8,1342,555,62,91,0,0
51,9,310,432,39,105,0,0
51,10,1767,659,67,122,0,0
51,11,1269,595,62,201,0,0
51,12,254,501,38,123,0,0
52,0,918,580,59,196,0,0
52,1,1348,742,122,327,0,0
52,2,379,553,54,148,0,0
52,3,144,446,40,92,0,0
52,4,1142,703,93,244,0,0
52,5,601,546,60,125,0,0
52,6,392,824,154,255,0,0
52,7,441,528,51,111,0,0
52,8,1339,553,60,95,0,0
52,9,307,432,42,106,0,0
52,10,1773,662,68,118,0,0
52,11,1275,594,60,203,0,0
52,12,255,501,36,125,0,0
53,0,913,581,61,195,0,0
53,1,1340,739,123,328,0,0
53,2,379,553,53,147,0,0
53,3,144,446,40,92,0,0
53,4,1136,703,95,246,0,0
53,5,600,544,55,125,0,0
53,6,391,818,157,260,0,0
53,7,440,529,50,111,0,0
53,8,1335,553,64,94,0,0
53,9,304,432,44,106,0,0
53,10,1771,664,76,130,0,0
53,11,1280,595,55,154,0,0
53,12,254,501,37,121,0,0
54,0,909,580,63,196,0,0
54,1,1336,735,119,330,0,0
54,2,377,552,54,147,0,0
54,3,143,447,42,91,0,0
54,4,1126,703,100,245,0,0
54,5,599,543,53,127,0,0
54,6,390,813,158,265,0,0
54,7,439,528,50,112,0,0
54,8,304,432,43,105,0,0
54,9,1778,666,75,145,0,0
54,10,1282,595,61,131,0,0
54,11,253,501,38,120,0,0
55,0,901,579,70,195,0,0
55,1,1328,734,121,329,0,0
55,2,376,553,53,147,0,0
55,3,141,447,44,90,0,0
55,4,1114,703,107,233,0,0
55,5,600,542,50,130,0,0
55,6,388,810,161,268,0,0
55,7,437,529,51,111,0,0
55,8,304,432,43,103,0,0
55,9,1787,666,76,187,0,0
55,10,251,502,38,123,0,0
56,0,898,573,73,202,0,0
56,1,1324,735,119,323,0,0
56,2,375,554,53,146,0,0
56,3,143,447,41,88,0,0
56,4,1102,703,116,239,0,0
56,5,600,542,49,129,0,0
56,6,388,805,160,273,0,0
56,7,435,530,51,109,0,0
56,8,304,431,43,103,0,0
56,9,1792,665,78,203,0,0
56,10,254,502,35,121,0,0
57,0,894,576,76,197,0,0
57,1,1318,732,122,329,0,0
57,2,373,556,53,140,0,0
57,3,143,446,39,89,0,0
57,4,1092,704,122,233,0,0
57,5,600,542,48,130,0,0
57,6,389,799,160,279,0,0
57,7,433,529,52,106,0,0
57,8,304,431,43,103,0,0
57,9,1799,665,81,223,0,0
57,10,255,499,33,125,0,0
58,0,891,577,78,195,0,0
58,1,1313,717,117,316,0,0
58,2,371,556,55,139,0,0
58,3,142,445,39,91,0,0
58,4,1087,705,124,241,0,0
58,5,598,541,49,132,0,0
58,6,387,796,154,282,0,0
58,7,430,529,52,104,0,0
58,8,304,432,42,102,0,0
58,9,1805,664,80,231,0,0
58,10,254,498,34,128,0,0
58,11,1546,632,72,159,0,0
59,0,890,574,73,190,0,0
59,1,1309,721,115,303,0,0
59,2,369,556,57,136,0,0
59,3,141,445,40,92,0,0
59,4,1084,703,125,246,0,0
59,5,595,542,51,127,0,0
59,6,385,791,148,287,0,0
59,7,428,529,52,101,0,0
59,8,304,433,41,102,0,0
59,9,1811,664,78,234,0,0
59,10,1551,632,72,137,0,0
60,0,886,576,71,184,0,0
60,1,1304,713,117,308,0,0
60,2,368,556,56,134,0,0
60,3,139,442,42,95,0,0
60,4,1084,703,120,244,0,0
60,5,593,542,51,127,0,0
60,6,383,788,144,290,0,0
60,7,425,528,52,101,0,0
60,8,304,432,41,103,0,0
60,9,1819,665,73,232,0,0
60,10,1559,634,68,121,0,0
60,11,247,496,39,132,0,0
61,0,889,571,64,187,0,0
61,1,1296,704,119,315,0,0
61,2,366,555,55,135,0,0
61,3,137,442,43,100,0,0
61,4,1083,701,123,252,0,0
61,5,591,543,53,127,0,0
61,6,383,797,137,282,0,0
61,7,423,522,53,107,0,0
61,8,305,432,41,101,0,0
61,9,1567,637,86,113,0,0
61,10,245,496,42,119,0,0
62,0,887,568,62,190,0,0
62,1,1291,688,118,335,0,0
62,2,365,552,57,137,0,0
62,3,136,442,44,102,0,0
62,4,1083,700,122,254,0,0
62,5,589,544,54,129,0,0
62,6,383,794,132,285,0,0
62,7,422,518,53,112,0,0
62,8,306,432,39,100,0,0
62,9,1572,640,92,108,0,0
62,10,245,497,42,114,0,0
62,11,1830,666,78,210,0,0
63,0,884,569,62,188,0,0
63,1,1287,691,115,331,0,0
63,2,364,550,56,140,0,0
63,3,136,443,43,100,0,0
63,4,1081,698,115,242,0,0
63,5,587,544,56,129,0,0
63,6,382,791,128,288,0,0
63,7,420,516,54,114,0,0
63,8,306,433,39,98,0,0
63,9,1578,640,92,102,0,0
63,10,243,497,44,118,0,0
63,11,1835,665,79,216,0,0
64,0,875,567,68,195,0,0
64,1,1280,689,116,335,0,0
64,2,362,549,58,142,0,0
64,3,134,442,45,104,0,0
64,4,1079,694,113,242,0,0
64,5,585,543,57,130,0,0
64,6,383,788,124,291,0,0
64,7,417,516,55,117,0,0
64,8,307,433,37,98,0,0
64,9,1584,641,89,106,0,0
64,10,241,497,45,119,0,0
64,11,1841,667,77,215,0,0
65,0,871,566,70,195,0,0
